THREAT_ID,NAME,DESCRIPTION,CVE_ID,BUGTRAQ_ID,VENDOR_ID,CATEGORY,SEVERITY,REFERENCE
30251,"Microsoft Windows Active Directory LDAP Request Validation Remote Code Execution Vulnerability","Windows Active Directory is prone to a code execution vulnerability while parsing certain crafted LDAP request. The vulnerability is due to the lack of proper checks on some field in the LDAP request, leading to an exploitable code execution. An attacker could exploit the vulnerability by sending a crafted LDAP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2007-0040;,24800;,MS07-039;,code-execution,high," http://www.microsoft.com/technet/security/Bulletin/ms07-039.mspx ; http://www.kb.cert.org/vuls/id/487905 ; http://secunia.com/advisories/26002 ; http://www.frsirt.com/english/advisories/2007/2481 ;"
32516,"Microsoft Windows Active Directory RDN Parsing Memory Corruption","Microsoft Windows Active Directory is prone to a remote code execution vulnerability while parsing certain crafted LDAP requests.The vulnerability is due to the lack of proper checks on RDNs in the LDAP request, leading to an exploitable remote code execution vulerabnlitiy.An attacker could exploit the vulnerability by sending a crafted LDAP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2009-1138;,35226;,MS09-018;,code-execution,critical,http://www.microsoft.com/technet/security/Bulletin/MS09-018.mspx;
32273,"Microsoft Active Directory LDAP Query Handling Denial of Service","There exists a denial of service vulnerability in the Microsoft implementations of Active Directory and Active Directory Application Mode. The vulnerability is caused by improper handling of specifically crafted LDAP requests. A remote attacker can exploit this vulnerability to create a denial of service condition on the target system.",CVE-2008-0088;,27638;,MS08-003;,dos,medium,http://secunia.com/advisories/28764/;http://www.microsoft.com/technet/security/bulletin/ms08-003.mspx;
32651,"Microsoft LSASS Recursive Stack Overflow Vulnerability","Microsoft LDAP server is prone to a denial of service vulnerability while parsing certain crafted LDAP requests.The vulnerability is due to the lack of proper checks on search request in the LDAP request, leading to a denial of service. An attacker could exploit the vulnerability by sending a crafted LDAP request. A successful attack could lead ldap server to be crashed.",CVE-2009-1928;,,MS09-066;,dos,high,http://www.microsoft.com/technet/security/Bulletin/MS09-066.mspx;
32210,"Novell eDirectory evtFilteredMonitorEventsRequest Function Heap Overflow Vulnerability","A heap buffer overflow exists in the Novell eDirectory product line. The flaw is due to a logic error during the processing of crafted LDAP messages. A remote unauthenticated attacker can exploit the vulnerability to cause a denial of service condition on the target host or possibly inject and execute arbitrary code. Any code execution will be within the security context of the currently running eDirectory service, normally System.",CVE-2006-4509;,20663;,,overflow,critical,http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=427;http://www.frsirt.com/english/advisories/2006/4142;http://securitytracker.com/id?1017104;http://secunia.com/advisories/22506;
34211,"PGP KeyServer 7 LDAP Server Buffer Overflow Vulnerability","PGP Keyserver 7.0 is prone to a buffer overflow vulnerability while parsing certain crafted LDAP requests. The vulnerability is due to the lack of improper handling of malformed BER encodings. An attacker could exploit the vulnerability by sending a crafted LDAP request. A successful attack could lead to remote code execution with the privileges of the LDAP server.",CVE-2001-1320;,3046;,,overflow,medium,http://www.kb.cert.org/vuls/id/765256;
34086,"IBM Tivoli Directory Server Buffer Overflow Vulnerability","IBM Tivoli Directory Server is prone to a buffer overflow vulnerability while parsing certain crafted LDAP request. The vulnerability is due to the lack of proper checks in the LDAP request, leading to an exploitable buffer overflow. An attacker could exploit the vulnerability by sending a crafted LDAP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2011-1206,47121,,code-execution,high,http://secunia.com/advisories/44184
32211,"Novell eDirectory evtFilteredMonitorEventsRequest Function Invalid Free Vulnerability","The evtFilteredMonitorEventsRequest function in the LDAP service inNovell eDirectory before 8.8.1 FTF1 allows remote attackers to executearbitrary code via a crafted request containing a value that is largerthan the number of objects transmitted, which triggers an invalid freeof unallocated memory.",CVE-2006-4510;,20663;,,code-execution,critical,http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=428;http://www.frsirt.com/english/advisories/2006/4142;http://securitytracker.com/id?1017104;http://secunia.com/advisories/22506;
31560,"Sun Directory Server LDAP Denial of Service","LDAP service in Sun Java System Directory Server 5.2, running on Linux is prone to overflow vulnerability while parsing certaincrafted LDAP requests. The vulnerability is due to the lack of sufficient checks on the lengths of certain LDAP requests.An attacker could exploit the vulnerability by sending a long, crafted LDAP request to the vulnerable server. A successfulexploit could lead to a denial of service condition on the server.",CVE-2006-0647;,16550;,,dos,high,
30608,"SIDVault LDAP Server Preauth Remote Buffer Overflow","Multiple buffer overflows in the login mechanism in sidvault in Alpha Centauri Software SIDVault LDAP Server before 2.0f allow remote attackers to execute arbitrary code via crafted LDAP packets, as demonstrated by a long dc entry in an LDAP bind.",CVE-2007-4566;,25460;,,overflow,high,
30605,"IBM Lotus Domino LDAP Server Invalid DN Message Buffer Overflow","There exist a buffer overflow vulnerability in IBM Lotus Domino LDAP service. The vulnerability is due to a boundary error while handling crafted LDAP requests. A remote unauthenticated attacker can exploit this vulnerability by sending an LDAP request that contains an overly large DN (Distinguished Name) to the target service. Successful exploitation of this vulnerability may allow arbitrary code injection and execution with the privileges of the server process, which is System on Windows platform.",CVE-2007-1739;,23174;,,overflow,critical,http://secunia.com/advisories/24633/;http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=494;
30350,"LDAP SEARCHREQUEST or MODIFYDN Request Messsage Too Long","It has been observed that a LDAP too long (>10000 bytes) request message SEARCHREQUEST or MODIFYDN on the network which may cause the LDAP server denial of service or lead to remote code exeuction.",CVE-2006-0647;CVE-2009-1138;,16550;,MS09-018;,overflow,high,http://lists.immunitysec.com/pipermail/dailydave/2006-February/002914.html;http://sunsolve.sun.com/search/document.do?assetkey=1-26-102294-1;http://www.frsirt.com/english/advisories/2006/0492;http://secunia.com/advisories/18769;http://www.microsoft.com/technet/security/Bulletin/MS09-018.mspx;
31880,"Microsoft Windows LDAP buffer overflow Vulnerability","Microsoft Windows LDAP is prone to a remote buffer overflow vulnerability while parsing certain crafted LDAP request. The vulnerability is due to the lack of proper checks on baseObject in the SearchRequest Message, leading to an exploitable buffer overflow.An attacker could exploit the vulnerability by sending a crafted LDAP request. A successful attack could lead to remote code execution with the privileges of the server.",CVE-2008-4023;,31609;,MS08-060;,overflow,critical,http://www.microsoft.com/technet/security/bulletin/MS08-060.mspx;
34351,"Novell eDirectory Unchecked Length Denial of Service Vulnerability","Novell eDirectory is prone to a denial of service vulnerability while parsing certain malformed LDAP requests. The vulnerability is due to the lack of proper checks in the LDAP request. A successful attack could lead to denial of service of the server.",,,,dos,high,
32286,"Oracle LDAP Remote Denial of Service Vulnerability","There exists a denial of service vulnerability in Oracle Internet Directory component in Oracle Application Server. The flaw is due to a NULL-pointer dereference error in the application. An unauthenticated remote attacker could exploit this vulnerability by sending a crafted LDAP request to the system. Successful exploitation would cause denial of service against the target LDAP server.",CVE-2008-2595;,30177;,,dos,medium,http://secunia.com/advisories/31087/;
32349,"Wireshark LDAP Denial of Service Vulnerability","Wireshark is prone to a denial of service vulnerability while parsing certain crafted LDAP protocol packets. The vulnerability is due to the lack of proper checks on user input data in the LDAP protocol packets. An attacker could exploit the vulnerability by sending a crafted LDAP packet. A successful attack could crash wireshark.",CVE-2008-1562;,28485;,,dos,low,http://www.securityfocus.com/archive/1/archive/1/490487/100/0/threaded;
30612,"Microsoft Active Directory LDAP Query Handling Denial of Service","There exists a denial of service vulnerability in the Microsoft implementations of Active Directory and Active Directory Application Mode. The vulnerability is caused by improper handling of specifically crafted LDAP requests. A remote attacker can exploit this vulnerability to create a denial of service condition on the target system.",CVE-2008-0088;,27638;,MS08-003;,dos,medium,"http://secunia.com/advisories/28764/;
http://www.microsoft.com/technet/security/bulletin/ms08-003.mspx"
