port,transport,service
754,tcp,tell
758,udp,nlogin
758,tcp,nlogin
759,udp,con
759,tcp,con
760,udp,ns
760,tcp,ns
761,udp,rxe
761,tcp,rxe
762,udp,quotad
762,tcp,quotad
763,udp,cycleserv
763,tcp,cycleserv
764,udp,omserv
764,tcp,omserv
765,udp,webster
765,tcp,webster
767,udp,phonebook
767,tcp,phonebook
769,udp,vid
769,tcp,vid
770,udp,cadlock
770,tcp,cadlock
771,udp,rtip
771,tcp,rtip
772,udp,cycleserv2
772,tcp,cycleserv2
773,udp,notify
773,tcp,submit
774,udp,acmaint_dbd
774,tcp,rpasswd
775,udp,acmaint_transd
775,tcp,entomb
776,udp,wpages
776,tcp,wpages
777,udp,multiling-http
777,tcp,multiling-http
780,udp,wpgs
780,tcp,wpgs
800,udp,mdbs_daemon
800,tcp,mdbs_daemon
801,udp,device
801,tcp,device
810,udp,fcp-udp
810,tcp,fcp-udp
828,udp,itm-mcell-s
828,tcp,itm-mcell-s
829,udp,pkix-3-ca-ra
829,tcp,pkix-3-ca-ra
830,tcp,netconf-ssh
830,udp,netconf-ssh
831,tcp,netconf-beep
831,udp,netconf-beep
832,tcp,netconfsoaphttp
832,udp,netconfsoaphttp
833,tcp,netconfsoapbeep
833,udp,netconfsoapbeep
847,udp,dhcp-failover2
847,tcp,dhcp-failover2
848,udp,gdoi
848,tcp,gdoi
860,udp,iscsi
860,tcp,iscsi
861,tcp,owamp-control
861,udp,owamp-control
873,udp,rsync
873,tcp,rsync
886,udp,iclcnet-locate
886,tcp,iclcnet-locate
887,udp,iclcnet_svinfo
887,tcp,iclcnet_svinfo
888,udp,accessbuilder
888,tcp,accessbuilder
888,tcp,cddbp
900,udp,omginitialrefs
900,tcp,omginitialrefs
901,udp,smpnameres
901,tcp,smpnameres
902,udp,ideafarm-chat
902,tcp,ideafarm-chat
903,udp,ideafarm-catch
903,tcp,ideafarm-catch
910,tcp,kink
910,udp,kink
911,udp,xact-backup
911,tcp,xact-backup
912,udp,apex-mesh
912,tcp,apex-mesh
913,udp,apex-edge
913,tcp,apex-edge
989,udp,ftps-data
989,tcp,ftps-data
990,udp,ftps
990,tcp,ftps
991,udp,nas
991,tcp,nas
992,udp,telnets
992,tcp,telnets
993,udp,imaps
993,tcp,imaps
994,udp,ircs
994,tcp,ircs
995,udp,pop3s
995,tcp,pop3s
996,udp,vsinet
996,tcp,vsinet
997,udp,maitrd
997,tcp,maitrd
998,udp,puparp
998,tcp,busboy
999,udp,applix
999,tcp,garcon
1000,udp,cadlock2
1000,tcp,cadlock2
1010,udp,surf
1010,tcp,surf
1023,udp,unassigned
1023,tcp,unassigned
1024,udp,unassigned
1024,tcp,unassigned
1021,tcp,exp1
1021,udp,exp1
1022,tcp,exp2
1022,udp,exp2
1025,udp,blackjack
1025,tcp,blackjack
1026,udp,cap
1026,tcp,cap
1027,udp,exosee
1027,tcp,exosee
1029,tcp,solid-mux
1029,udp,solid-mux
1030,udp,iad1
1030,tcp,iad1
1031,udp,iad2
1031,tcp,iad2
1032,udp,iad3
1032,tcp,iad3
1033,udp,netinfo-local
1033,tcp,netinfo-local
1034,udp,activesync
1034,tcp,activesync
1035,udp,mxxrlogin
1035,tcp,mxxrlogin
1036,udp,pcg-radar
1036,tcp,pcg-radar
1037,tcp,ams
1037,udp,ams
1038,tcp,mtqp
1038,udp,mtqp
1039,tcp,sbl
1039,udp,sbl
1040,udp,netarx
1040,tcp,netarx
1041,tcp,danf-ak2
1041,udp,danf-ak2
1042,tcp,afrog
1042,udp,afrog
1043,tcp,boinc-client
1043,udp,boinc-client
1044,tcp,dcutility
1044,udp,dcutility
1045,udp,fpitp
1045,tcp,fpitp
1046,tcp,wfremotertm
1046,udp,wfremotertm
1047,udp,neod1
1047,tcp,neod1
1048,udp,neod2
1048,tcp,neod2
1049,udp,td-postman
1049,tcp,td-postman
1050,udp,cma
1050,tcp,cma
1051,udp,optima-vnet
1051,tcp,optima-vnet
1052,udp,ddt
1052,tcp,ddt
1053,udp,remote-as
1053,tcp,remote-as
1054,udp,brvread
1054,tcp,brvread
1055,udp,ansyslmd
1055,tcp,ansyslmd
1056,udp,vfo
1056,tcp,vfo
1057,udp,startron
1057,tcp,startron
1058,udp,nim
1058,tcp,nim
1059,udp,nimreg
1059,tcp,nimreg
1060,udp,polestar
1060,tcp,polestar
1061,udp,kiosk
1061,tcp,kiosk
1062,udp,veracity
1062,tcp,veracity
1063,udp,kyoceranetdev
1063,tcp,kyoceranetdev
1064,udp,jstel
1064,tcp,jstel
1065,udp,syscomlan
1065,tcp,syscomlan
1066,udp,fpo-fns
1066,tcp,fpo-fns
1067,udp,instl_boots
1067,tcp,instl_boots
1068,udp,instl_bootc
1068,tcp,instl_bootc
1069,udp,cognex-insight
1069,tcp,cognex-insight
1070,udp,gmrupdateserv
1070,tcp,gmrupdateserv
1071,udp,bsquare-voip
1071,tcp,bsquare-voip
1072,udp,cardax
1072,tcp,cardax
1073,udp,bridgecontrol
1073,tcp,bridgecontrol
1074,udp,fastechnologlm
1074,tcp,fastechnologlm
1075,udp,rdrmshc
1075,tcp,rdrmshc
1076,udp,dab-sti-c
1076,tcp,dab-sti-c
1077,udp,imgames
1077,tcp,imgames
1078,udp,avocent-proxy
1078,tcp,avocent-proxy
1079,udp,asprovatalk
1079,tcp,asprovatalk
1080,udp,socks
1080,tcp,socks
1081,udp,pvuniwien
1081,tcp,pvuniwien
1082,udp,amt-esd-prot
1082,tcp,amt-esd-prot
1083,udp,ansoft-lm-1
1083,tcp,ansoft-lm-1
1084,udp,ansoft-lm-2
1084,tcp,ansoft-lm-2
1085,udp,webobjects
1085,tcp,webobjects
1086,udp,cplscrambler-lg
1086,tcp,cplscrambler-lg
1087,udp,cplscrambler-in
1087,tcp,cplscrambler-in
1088,udp,cplscrambler-al
1088,tcp,cplscrambler-al
1089,udp,ff-annunc
1089,tcp,ff-annunc
1090,udp,ff-fms
1090,tcp,ff-fms
1091,udp,ff-sm
1091,tcp,ff-sm
1092,udp,obrpd
1092,tcp,obrpd
1093,udp,proofd
1093,tcp,proofd
1094,udp,rootd
1094,tcp,rootd
1095,udp,nicelink
1095,tcp,nicelink
1096,udp,cnrprotocol
1096,tcp,cnrprotocol
1097,udp,sunclustermgr
1097,tcp,sunclustermgr
1098,udp,rmiactivation
1098,tcp,rmiactivation
1099,udp,rmiregistry
1099,tcp,rmiregistry
1100,udp,mctp
1100,tcp,mctp
1101,udp,pt2-discover
1101,tcp,pt2-discover
1102,udp,adobeserver-1
1102,tcp,adobeserver-1
1103,udp,adobeserver-2
1103,tcp,adobeserver-2
1104,udp,xrl
1104,tcp,xrl
1105,udp,ftranhc
1105,tcp,ftranhc
1106,udp,isoipsigport-1
1106,tcp,isoipsigport-1
1107,udp,isoipsigport-2
1107,tcp,isoipsigport-2
1108,udp,ratio-adp
1108,tcp,ratio-adp
1110,udp,nfsd-keepalive
1110,tcp,nfsd-status
1111,udp,lmsocialserver
1111,tcp,lmsocialserver
1112,udp,icp
1112,tcp,icp
1113,tcp,ltp-deepspace
1113,udp,ltp-deepspace
1114,udp,mini-sql
1114,tcp,mini-sql
1115,udp,ardus-trns
1115,tcp,ardus-trns
1116,udp,ardus-cntl
1116,tcp,ardus-cntl
1117,udp,ardus-mtrns
1117,tcp,ardus-mtrns
1118,tcp,sacred
1118,udp,sacred
1119,tcp,bnetgame
1119,udp,bnetgame
1120,tcp,bnetfile
1120,udp,bnetfile
1121,tcp,rmpp
1121,udp,rmpp
1122,udp,availant-mgr
1122,tcp,availant-mgr
1123,udp,murray
1123,tcp,murray
1124,tcp,hpvmmcontrol
1124,udp,hpvmmcontrol
1125,tcp,hpvmmagent
1125,udp,hpvmmagent
1126,tcp,hpvmmdata
1126,udp,hpvmmdata
1127,tcp,kwdb-commn
1127,udp,kwdb-commn
1128,tcp,saphostctrl
1128,udp,saphostctrl
1129,tcp,saphostctrls
1129,udp,saphostctrls
1130,tcp,casp
1130,udp,casp
1131,tcp,caspssl
1131,udp,caspssl
1132,tcp,kvm-via-ip
1132,udp,kvm-via-ip
1133,tcp,dfn
1133,udp,dfn
1134,tcp,aplx
1134,udp,aplx
1135,tcp,omnivision
1135,udp,omnivision
1136,tcp,hhb-gateway
1136,udp,hhb-gateway
1137,tcp,trim
1137,udp,trim
1140,tcp,autonoc
1140,udp,autonoc
1141,tcp,mxomss
1141,udp,mxomss
1142,tcp,edtools
1142,udp,edtools
1143,tcp,imyx
1143,udp,imyx
1144,tcp,fuscript
1144,udp,fuscript
1145,tcp,x9-icue
1145,udp,x9-icue
1146,tcp,audit-transfer
1146,udp,audit-transfer
1147,tcp,capioverlan
1147,udp,capioverlan
1148,tcp,elfiq-repl
1148,udp,elfiq-repl
1149,tcp,bvtsonar
1149,udp,bvtsonar
1150,tcp,blaze
1150,udp,blaze
1151,tcp,unizensus
1151,udp,unizensus
1152,tcp,winpoplanmess
1152,udp,winpoplanmess
1153,tcp,c1222-acse
1153,udp,c1222-acse
1154,tcp,resacommunity
1154,udp,resacommunity
1155,udp,nfa
1155,tcp,nfa
1156,tcp,iascontrol-oms
1156,udp,iascontrol-oms
1157,tcp,iascontrol
1157,udp,iascontrol
1158,tcp,dbcontrol-oms
1158,udp,dbcontrol-oms
1159,tcp,oracle-oms
1159,udp,oracle-oms
1160,tcp,olsv
1160,udp,olsv
1161,udp,health-polling
1161,tcp,health-polling
1162,udp,health-trap
1162,tcp,health-trap
1163,tcp,sddp
1163,udp,sddp
1164,tcp,qsm-proxy
1164,udp,qsm-proxy
1165,tcp,qsm-gui
1165,udp,qsm-gui
1166,tcp,qsm-remote
1166,udp,qsm-remote
1167,tcp,cisco-ipsla
1167,udp,cisco-ipsla
1168,udp,vchat
1168,tcp,vchat
1169,udp,tripwire
1169,tcp,tripwire
1170,tcp,atc-lm
1170,udp,atc-lm
1171,tcp,atc-appserver
1171,udp,atc-appserver
1172,tcp,dnap
1172,udp,dnap
1173,tcp,d-cinema-rrp
1173,udp,d-cinema-rrp
1174,tcp,fnet-remote-ui
1174,udp,fnet-remote-ui
1175,tcp,dossier
1175,udp,dossier
1176,tcp,indigo-server
1176,udp,indigo-server
1177,tcp,dkmessenger
1177,udp,dkmessenger
1178,tcp,sgi-storman
1178,udp,sgi-storman
1179,tcp,b2n
1179,udp,b2n
1180,udp,mc-client
1180,tcp,mc-client
1181,tcp,3comnetman
1181,udp,3comnetman
1182,tcp,accelenet
1182,udp,accelenet
1183,udp,llsurfup-http
1183,tcp,llsurfup-http
1184,udp,llsurfup-https
1184,tcp,llsurfup-https
1185,udp,catchpole
1185,tcp,catchpole
1186,tcp,mysql-cluster
1186,udp,mysql-cluster
1187,tcp,alias
1187,udp,alias
1188,udp,hp-webadmin
1188,tcp,hp-webadmin
1189,tcp,unet
1189,udp,unet
1190,tcp,commlinx-avl
1190,udp,commlinx-avl
1191,tcp,gpfs
1191,udp,gpfs
1192,tcp,caids-sensor
1192,udp,caids-sensor
1193,tcp,fiveacross
1193,udp,fiveacross
1194,tcp,openvpn
1194,udp,openvpn
1195,tcp,rsf-1
1195,udp,rsf-1
1196,tcp,netmagic
1196,udp,netmagic
1197,tcp,carrius-rshell
1197,udp,carrius-rshell
1198,tcp,cajo-discovery
1198,udp,cajo-discovery
1199,udp,dmidi
1199,tcp,dmidi
1200,udp,scol
1200,tcp,scol
1201,udp,nucleus-sand
1201,tcp,nucleus-sand
1202,udp,caiccipc
1202,tcp,caiccipc
1203,udp,ssslic-mgr
1203,tcp,ssslic-mgr
1204,udp,ssslog-mgr
1204,tcp,ssslog-mgr
1205,udp,accord-mgc
1205,tcp,accord-mgc
1206,udp,anthony-data
1206,tcp,anthony-data
1207,udp,metasage
1207,tcp,metasage
1208,udp,seagull-ais
1208,tcp,seagull-ais
1209,udp,ipcd3
1209,tcp,ipcd3
1210,udp,eoss
1210,tcp,eoss
1211,udp,groove-dpp
1211,tcp,groove-dpp
1212,udp,lupa
1212,tcp,lupa
1213,udp,mpc-lifenet
1213,tcp,mpc-lifenet
1214,udp,kazaa
1214,tcp,kazaa
1215,udp,scanstat-1
1215,tcp,scanstat-1
1216,udp,etebac5
1216,tcp,etebac5
1217,udp,hpss-ndapi
1217,tcp,hpss-ndapi
1218,udp,aeroflight-ads
1218,tcp,aeroflight-ads
1219,udp,aeroflight-ret
1219,tcp,aeroflight-ret
1220,udp,qt-serveradmin
1220,tcp,qt-serveradmin
1221,udp,sweetware-apps
1221,tcp,sweetware-apps
1222,udp,nerv
1222,tcp,nerv
1223,udp,tgp
1223,tcp,tgp
1224,udp,vpnz
1224,tcp,vpnz
1225,udp,slinkysearch
1225,tcp,slinkysearch
1226,udp,stgxfws
1226,tcp,stgxfws
1227,udp,dns2go
1227,tcp,dns2go
1228,udp,florence
1228,tcp,florence
1229,udp,novell-zfs
1229,tcp,novell-zfs
1230,udp,periscope
1230,tcp,periscope
1231,udp,menandmice-lpm
1231,tcp,menandmice-lpm
1233,udp,univ-appserver
1233,tcp,univ-appserver
1234,udp,search-agent
1234,tcp,search-agent
1235,udp,mosaicsyssvc1
1235,tcp,mosaicsyssvc1
1236,udp,bvcontrol
1236,tcp,bvcontrol
1237,udp,tsdos390
1237,tcp,tsdos390
1238,udp,hacl-qs
1238,tcp,hacl-qs
1239,udp,nmsd
1239,tcp,nmsd
1240,udp,instantia
1240,tcp,instantia
1241,udp,nessus
1241,tcp,nessus
1242,udp,nmasoverip
1242,tcp,nmasoverip
1243,udp,serialgateway
1243,tcp,serialgateway
1244,udp,isbconference1
1244,tcp,isbconference1
1245,udp,isbconference2
1245,tcp,isbconference2
1246,udp,payrouter
1246,tcp,payrouter
1247,udp,visionpyramid
1247,tcp,visionpyramid
1248,udp,hermes
1248,tcp,hermes
1249,udp,mesavistaco
1249,tcp,mesavistaco
1250,udp,swldy-sias
1250,tcp,swldy-sias
1251,udp,servergraph
1251,tcp,servergraph
1252,udp,bspne-pcc
1252,tcp,bspne-pcc
1253,udp,q55-pcc
1253,tcp,q55-pcc
1254,udp,de-noc
1254,tcp,de-noc
1255,udp,de-cache-query
1255,tcp,de-cache-query
1256,udp,de-server
1256,tcp,de-server
1257,udp,shockwave2
1257,tcp,shockwave2
1258,udp,opennl
1258,tcp,opennl
1259,udp,opennl-voice
1259,tcp,opennl-voice
1260,udp,ibm-ssd
1260,tcp,ibm-ssd
1261,udp,mpshrsv
1261,tcp,mpshrsv
1262,udp,qnts-orb
1262,tcp,qnts-orb
1263,udp,dka
1263,tcp,dka
1264,udp,prat
1264,tcp,prat
1265,udp,dssiapi
1265,tcp,dssiapi
1266,udp,dellpwrappks
1266,tcp,dellpwrappks
1267,udp,epc
1267,tcp,epc
1268,udp,propel-msgsys
1268,tcp,propel-msgsys
1269,udp,watilapp
1269,tcp,watilapp
1270,udp,opsmgr
1270,tcp,opsmgr
1271,udp,dabew
1271,tcp,dabew
1272,udp,cspmlockmgr
1272,tcp,cspmlockmgr
1273,udp,emc-gateway
1273,tcp,emc-gateway
1274,udp,t1distproc
1274,tcp,t1distproc
1275,udp,ivcollector
1275,tcp,ivcollector
1276,udp,ivmanager
1276,tcp,ivmanager
1277,udp,miva-mqs
1277,tcp,miva-mqs
1278,udp,dellwebadmin-1
1278,tcp,dellwebadmin-1
1279,udp,dellwebadmin-2
1279,tcp,dellwebadmin-2
1280,udp,pictrography
1280,tcp,pictrography
1281,udp,healthd
1281,tcp,healthd
1282,udp,emperion
1282,tcp,emperion
1283,udp,productinfo
1283,tcp,productinfo
1284,udp,iee-qfx
1284,tcp,iee-qfx
1285,udp,neoiface
1285,tcp,neoiface
1286,udp,netuitive
1286,tcp,netuitive
1287,tcp,routematch
1287,udp,routematch
1288,udp,navbuddy
1288,tcp,navbuddy
1289,udp,jwalkserver
1289,tcp,jwalkserver
1290,udp,winjaserver
1290,tcp,winjaserver
1291,udp,seagulllms
1291,tcp,seagulllms
1292,udp,dsdn
1292,tcp,dsdn
1293,udp,pkt-krb-ipsec
1293,tcp,pkt-krb-ipsec
1294,udp,cmmdriver
1294,tcp,cmmdriver
1295,udp,ehtp
1295,tcp,ehtp
1296,udp,dproxy
1296,tcp,dproxy
1297,udp,sdproxy
1297,tcp,sdproxy
1298,udp,lpcp
1298,tcp,lpcp
1299,udp,hp-sci
1299,tcp,hp-sci
1300,udp,h323hostcallsc
1300,tcp,h323hostcallsc
1301,udp,ci3-software-1
1301,tcp,ci3-software-1
1302,udp,ci3-software-2
1302,tcp,ci3-software-2
1303,udp,sftsrv
1303,tcp,sftsrv
1304,udp,boomerang
1304,tcp,boomerang
1305,udp,pe-mike
1305,tcp,pe-mike
1306,udp,re-conn-proto
1306,tcp,re-conn-proto
1307,udp,pacmand
1307,tcp,pacmand
1308,udp,odsi
1308,tcp,odsi
1309,udp,jtag-server
1309,tcp,jtag-server
1310,udp,husky
1310,tcp,husky
1311,udp,rxmon
1311,tcp,rxmon
1312,udp,sti-envision
1312,tcp,sti-envision
1313,udp,bmc_patroldb
1313,tcp,bmc_patroldb
1314,udp,pdps
1314,tcp,pdps
1315,udp,els
1315,tcp,els
1316,udp,exbit-escp
1316,tcp,exbit-escp
1317,udp,vrts-ipcserver
1317,tcp,vrts-ipcserver
1318,udp,krb5gatekeeper
1318,tcp,krb5gatekeeper
1319,udp,panja-icsp
1319,tcp,panja-icsp
1320,udp,panja-axbnet
1320,tcp,panja-axbnet
1321,udp,pip
1321,tcp,pip
1322,udp,novation
1322,tcp,novation
1323,udp,brcd
1323,tcp,brcd
1324,udp,delta-mcp
1324,tcp,delta-mcp
1325,udp,dx-instrument
1325,tcp,dx-instrument
1326,udp,wimsic
1326,tcp,wimsic
1327,udp,ultrex
1327,tcp,ultrex
1328,udp,ewall
1328,tcp,ewall
1329,udp,netdb-export
1329,tcp,netdb-export
1330,udp,streetperfect
1330,tcp,streetperfect
1331,udp,intersan
1331,tcp,intersan
1332,udp,pcia-rxp-b
1332,tcp,pcia-rxp-b
1333,udp,passwrd-policy
1333,tcp,passwrd-policy
1334,udp,writesrv
1334,tcp,writesrv
1335,udp,digital-notary
1335,tcp,digital-notary
1336,udp,ischat
1336,tcp,ischat
1337,udp,menandmice-dns
1337,tcp,menandmice-dns
1338,udp,wmc-log-svc
1338,tcp,wmc-log-svc
1339,udp,kjtsiteserver
1339,tcp,kjtsiteserver
1340,udp,naap
1340,tcp,naap
1341,udp,qubes
1341,tcp,qubes
1342,udp,esbroker
1342,tcp,esbroker
1343,udp,re101
1343,tcp,re101
1344,udp,icap
1344,tcp,icap
1345,udp,vpjp
1345,tcp,vpjp
1346,udp,alta-ana-lm
1346,tcp,alta-ana-lm
1347,udp,bbn-mmc
1347,tcp,bbn-mmc
1348,udp,bbn-mmx
1348,tcp,bbn-mmx
1349,udp,sbook
1349,tcp,sbook
1350,udp,editbench
1350,tcp,editbench
1351,udp,equationbuilder
1351,tcp,equationbuilder
1352,udp,lotusnote
1352,tcp,lotusnote
1353,udp,relief
1353,tcp,relief
1354,udp,rightbrain
1354,tcp,rightbrain
1355,udp,intuitive-edge
1355,tcp,intuitive-edge
1356,udp,cuillamartin
1356,tcp,cuillamartin
1357,udp,pegboard
1357,tcp,pegboard
1358,udp,connlcli
1358,tcp,connlcli
1359,udp,ftsrv
1359,tcp,ftsrv
1360,udp,mimer
1360,tcp,mimer
1361,udp,linx
1361,tcp,linx
1362,udp,timeflies
1362,tcp,timeflies
1363,udp,ndm-requester
1363,tcp,ndm-requester
1364,udp,ndm-server
1364,tcp,ndm-server
1365,udp,adapt-sna
1365,tcp,adapt-sna
1366,udp,netware-csp
1366,tcp,netware-csp
1367,udp,dcs
1367,tcp,dcs
1368,udp,screencast
1368,tcp,screencast
1369,udp,gv-us
1369,tcp,gv-us
1370,udp,us-gv
1370,tcp,us-gv
1371,udp,fc-cli
1371,tcp,fc-cli
1372,udp,fc-ser
1372,tcp,fc-ser
1373,udp,chromagrafx
1373,tcp,chromagrafx
1374,udp,molly
1374,tcp,molly
1375,udp,bytex
1375,tcp,bytex
1376,udp,ibm-pps
1376,tcp,ibm-pps
1377,udp,cichlid
1377,tcp,cichlid
1378,udp,elan
1378,tcp,elan
1379,udp,dbreporter
1379,tcp,dbreporter
1380,udp,telesis-licman
1380,tcp,telesis-licman
1381,udp,apple-licman
1381,tcp,apple-licman
1382,udp,udt_os
1382,tcp,udt_os
1383,udp,gwha
1383,tcp,gwha
1384,udp,os-licman
1384,tcp,os-licman
1385,udp,atex_elmd
1385,tcp,atex_elmd
1386,udp,checksum
1386,tcp,checksum
1387,udp,cadsi-lm
1387,tcp,cadsi-lm
1388,udp,objective-dbc
1388,tcp,objective-dbc
1389,udp,iclpv-dm
1389,tcp,iclpv-dm
1390,udp,iclpv-sc
1390,tcp,iclpv-sc
1391,udp,iclpv-sas
1391,tcp,iclpv-sas
1392,udp,iclpv-pm
1392,tcp,iclpv-pm
1393,udp,iclpv-nls
1393,tcp,iclpv-nls
1394,udp,iclpv-nlc
1394,tcp,iclpv-nlc
1395,udp,iclpv-wsm
1395,tcp,iclpv-wsm
1396,udp,dvl-activemail
1396,tcp,dvl-activemail
1397,udp,audio-activmail
1397,tcp,audio-activmail
1398,udp,video-activmail
1398,tcp,video-activmail
1399,udp,cadkey-licman
1399,tcp,cadkey-licman
1400,udp,cadkey-tablet
1400,tcp,cadkey-tablet
1401,udp,goldleaf-licman
1401,tcp,goldleaf-licman
1402,udp,prm-sm-np
1402,tcp,prm-sm-np
1403,udp,prm-nm-np
1403,tcp,prm-nm-np
1404,udp,igi-lm
1404,tcp,igi-lm
1405,udp,ibm-res
1405,tcp,ibm-res
1406,udp,netlabs-lm
1406,tcp,netlabs-lm
1407,udp,dbsa-lm
1407,tcp,dbsa-lm
1408,udp,sophia-lm
1408,tcp,sophia-lm
1409,udp,here-lm
1409,tcp,here-lm
1410,udp,hiq
1410,tcp,hiq
1411,udp,af
1411,tcp,af
1412,udp,innosys
1412,tcp,innosys
1413,udp,innosys-acl
1413,tcp,innosys-acl
1414,udp,ibm-mqseries
1414,tcp,ibm-mqseries
1415,udp,dbstar
1415,tcp,dbstar
1416,udp,novell-lu6.2
1416,tcp,novell-lu6.2
1417,udp,timbuktu-srv1
1417,tcp,timbuktu-srv1
1418,udp,timbuktu-srv2
1418,tcp,timbuktu-srv2
1419,udp,timbuktu-srv3
1419,tcp,timbuktu-srv3
1420,udp,timbuktu-srv4
1420,tcp,timbuktu-srv4
1421,udp,gandalf-lm
1421,tcp,gandalf-lm
1422,udp,autodesk-lm
1422,tcp,autodesk-lm
1423,udp,essbase
1423,tcp,essbase
1424,udp,hybrid
1424,tcp,hybrid
1425,udp,zion-lm
1425,tcp,zion-lm
1426,udp,sais
1426,tcp,sais
1427,udp,mloadd
1427,tcp,mloadd
1428,udp,informatik-lm
1428,tcp,informatik-lm
1429,udp,nms
1429,tcp,nms
1430,udp,tpdu
1430,tcp,tpdu
1431,udp,rgtp
1431,tcp,rgtp
1432,udp,blueberry-lm
1432,tcp,blueberry-lm
1433,udp,ms-sql-s
1433,tcp,ms-sql-s
1434,udp,ms-sql-m
1434,tcp,ms-sql-m
1435,udp,ibm-cics
1435,tcp,ibm-cics
1436,udp,saism
1436,tcp,saism
1437,udp,tabula
1437,tcp,tabula
1438,udp,eicon-server
1438,tcp,eicon-server
1439,udp,eicon-x25
1439,tcp,eicon-x25
1440,udp,eicon-slp
1440,tcp,eicon-slp
1441,udp,cadis-1
1441,tcp,cadis-1
1442,udp,cadis-2
1442,tcp,cadis-2
1443,udp,ies-lm
1443,tcp,ies-lm
1444,udp,marcam-lm
1444,tcp,marcam-lm
1445,udp,proxima-lm
1445,tcp,proxima-lm
1446,udp,ora-lm
1446,tcp,ora-lm
1447,udp,apri-lm
1447,tcp,apri-lm
1448,udp,oc-lm
1448,tcp,oc-lm
1449,udp,peport
1449,tcp,peport
1450,udp,dwf
1450,tcp,dwf
1451,udp,infoman
1451,tcp,infoman
1452,udp,gtegsc-lm
1452,tcp,gtegsc-lm
1453,udp,genie-lm
1453,tcp,genie-lm
1454,udp,interhdl_elmd
1454,tcp,interhdl_elmd
1455,udp,esl-lm
1455,tcp,esl-lm
1456,udp,dca
1456,tcp,dca
1457,udp,valisys-lm
1457,tcp,valisys-lm
1458,udp,nrcabq-lm
1458,tcp,nrcabq-lm
1459,udp,proshare1
1459,tcp,proshare1
1460,udp,proshare2
1460,tcp,proshare2
1461,udp,ibm_wrless_lan
1461,tcp,ibm_wrless_lan
1462,udp,world-lm
1462,tcp,world-lm
1463,udp,nucleus
1463,tcp,nucleus
1464,udp,msl_lmd
1464,tcp,msl_lmd
1465,udp,pipes
1465,tcp,pipes
1466,udp,oceansoft-lm
1466,tcp,oceansoft-lm
1467,udp,csdmbase
1467,tcp,csdmbase
1468,udp,csdm
1468,tcp,csdm
1469,udp,aal-lm
1469,tcp,aal-lm
1470,udp,uaiact
1470,tcp,uaiact
1471,udp,csdmbase
1471,tcp,csdmbase
1472,udp,csdm
1472,tcp,csdm
1473,udp,openmath
1473,tcp,openmath
1474,udp,telefinder
1474,tcp,telefinder
1475,udp,taligent-lm
1475,tcp,taligent-lm
1476,udp,clvm-cfg
1476,tcp,clvm-cfg
1477,udp,ms-sna-server
1477,tcp,ms-sna-server
1478,udp,ms-sna-base
1478,tcp,ms-sna-base
1479,udp,dberegister
1479,tcp,dberegister
1480,udp,pacerforum
1480,tcp,pacerforum
1481,udp,airs
1481,tcp,airs
1482,udp,miteksys-lm
1482,tcp,miteksys-lm
1483,udp,afs
1483,tcp,afs
1484,udp,confluent
1484,tcp,confluent
1485,udp,lansource
1485,tcp,lansource
1486,udp,nms_topo_serv
1486,tcp,nms_topo_serv
1487,udp,localinfosrvr
1487,tcp,localinfosrvr
1488,udp,docstor
1488,tcp,docstor
1489,udp,dmdocbroker
1489,tcp,dmdocbroker
1490,udp,insitu-conf
1490,tcp,insitu-conf
1491,udp,anynetgateway
1491,tcp,anynetgateway
1492,udp,stone-design-1
1492,tcp,stone-design-1
1493,udp,netmap_lm
1493,tcp,netmap_lm
1494,udp,ica
1494,tcp,ica
1495,udp,cvc
1495,tcp,cvc
1496,udp,liberty-lm
1496,tcp,liberty-lm
1497,udp,rfx-lm
1497,tcp,rfx-lm
1498,udp,sybase-sqlany
1498,tcp,sybase-sqlany
1499,udp,fhc
1499,tcp,fhc
1500,udp,vlsi-lm
1500,tcp,vlsi-lm
1501,udp,saiscm
1501,tcp,saiscm
1502,udp,shivadiscovery
1502,tcp,shivadiscovery
1503,udp,imtc-mcs
1503,tcp,imtc-mcs
1504,udp,evb-elm
1504,tcp,evb-elm
1505,udp,funkproxy
1505,tcp,funkproxy
1506,udp,utcd
1506,tcp,utcd
1507,udp,symplex
1507,tcp,symplex
1508,udp,diagmond
1508,tcp,diagmond
1509,udp,robcad-lm
1509,tcp,robcad-lm
1510,udp,mvx-lm
1510,tcp,mvx-lm
1511,udp,3l-l1
1511,tcp,3l-l1
1512,udp,wins
1512,tcp,wins
1513,udp,fujitsu-dtc
1513,tcp,fujitsu-dtc
1514,udp,fujitsu-dtcns
1514,tcp,fujitsu-dtcns
1515,udp,ifor-protocol
1515,tcp,ifor-protocol
1516,udp,vpad
1516,tcp,vpad
1517,udp,vpac
1517,tcp,vpac
1518,udp,vpvd
1518,tcp,vpvd
1519,udp,vpvc
1519,tcp,vpvc
1520,udp,atm-zip-office
1520,tcp,atm-zip-office
1521,udp,ncube-lm
1521,tcp,ncube-lm
1522,udp,ricardo-lm
1522,tcp,ricardo-lm
1523,udp,cichild-lm
1523,tcp,cichild-lm
1524,udp,ingreslock
1524,tcp,ingreslock
1525,udp,orasrv
1525,tcp,orasrv
1526,udp,pdap-np
1526,tcp,pdap-np
1527,udp,tlisrv
1527,tcp,tlisrv
